,Country,Order ID,Total Cost,Total Profit
624,Swaziland,218494737,357191.01,157953.18
625,Romania,117977130,144912.78,87136.74
626,Saint Kitts and Nevis ,620787465,1839798.94,606737.53
627,Cape Verde,570724570,1424895.96,856796.68
628,Mauritius ,231899774,502332.42,302054.86
629,Dominican Republic,838736903,309729.97,152575.38
630,Russia,545972287,2104134.98,693911.51
631,Denmark,278654754,62203.88,21663.49
632,Zimbabwe,582145631,492122.28,217621.04
633,Georgia,272118747,2540281.44,610923.75
634,Burundi,484560430,384383.26,60288.8
635,Cyprus,625769507,4177631.68,1004697.5
636,Dominica,622357308,4127361.02,1361140.49
637,Egypt,471247661,48002.9,23646.6
638,Benin,689676892,5025442.08,1208591.25
639,Laos,965193831,422311.02,66237.6
640,Saudi Arabia,605659806,2571429.19,403317.2
641,Montenegro,789248645,1848248.92,289889.6
642,Niger,514446675,286636.86,126753.48
643,Papua New Guinea,650052726,124044.58,61105.32
644,Albania,785178124,134298.3,88673.7
645,Costa Rica,579246699,433092.0,104156.25
646,El Salvador,211994779,256513.53,178089.73
647,Montenegro,833471190,754815.08,248926.46
648,Singapore,514037263,622375.68,374237.44
649,Solomon Islands,994366824,130180.05,64127.7
650,Georgia,935446202,796474.56,450714.36
651,Sudan,868574225,2441069.1,1611774.9
652,Uzbekistan,945362222,669911.52,442325.28
653,Kyrgyzstan,487734019,50032.7,33035.3
654,Switzerland,237925946,44495.6,15496.3
655,Chad,108486831,918654.11,144086.8
656,Guinea,532278001,55441.76,27311.04
657,Qatar,212473285,2320848.16,558151.25
658,San Marino,172559010,282673.44,159961.14
659,Bulgaria,606334006,1045954.62,628937.46
660,Macedonia,427909600,3577602.4,860393.75
661,South Sudan,421709620,66854.37,32932.98
662,Trinidad and Tobago,992470395,282576.0,159906.0
663,Sri Lanka,815240752,653822.4,369989.4
664,Slovakia,885382020,489419.4,294290.2
665,Moldova ,468568027,832819.68,471281.58
666,Portugal,250785100,634195.91,99470.8
667,Switzerland,988332068,2179582.41,1439121.99
668,Ireland,357820260,208624.64,427494.24
669,Andorra,606173503,4758762.4,1144456.25
670,Belarus,900628125,150398.49,74087.46
671,Zambia,478732955,45499.0,15845.75
672,Spain,898349320,12143.78,5982.12
673,Namibia,187651050,874036.8,494605.8
674,The Bahamas,495124471,3773412.48,907485.0
675,Democratic Republic of the Congo,439568412,628871.88,436607.08
676,United Arab Emirates,960094201,201116.16,113808.96
677,Spain,366125667,1877256.96,451470.0
678,Angola,187399137,1164971.92,769200.88
679,France,223963439,261418.71,115601.78
680,Kyrgyzstan,796179902,350277.27,154895.86
681,Cameroon,494722354,56695.56,19745.13
682,Brunei,230577123,637842.81,100042.8
683,Lebanon,985043036,452740.47,314324.27
684,Croatia,659731423,4222778.24,1015555.0
685,Malawi,826566112,461010.45,203863.1
686,Cambodia,877783429,2350770.88,565347.5
687,Burkina Faso,275932204,1671448.04,551217.98
688,Macedonia,803873765,1081670.54,169655.2
689,Tunisia ,714781939,4379636.1,1444336.95
690,Maldives,582143056,720347.46,500115.86
691,Kuwait,149755942,483887.04,273825.24
692,Liberia,581731927,43312.28,15084.19
693,Montenegro,412494838,187944.96,385119.36
694,Guatemala,496781003,672245.49,466720.09
695,Algeria,859639251,610377.32,461731.08
696,Namibia,246430909,1626721.98,536468.01
697,Guinea,172829806,483839.7,290935.1
698,Bhutan,874822270,294067.2,602575.2
699,New Zealand,858707129,4712317.58,1554050.21
700,Kiribati,951095712,1078700.21,816002.49
701,Saint Vincent and the Grenadines,248911845,3719298.54,1226567.73
702,Burundi,169391858,203212.8,416404.8
703,Cambodia,400084578,99348.48,203575.68
704,Canada,248851335,4771617.3,1573606.35
705,Slovakia,893865954,582520.68,350272.44
706,Japan,433614766,289017.0,127806.0
707,Equatorial Guinea,636896598,259294.59,40669.2
708,Brunei,192822778,336896.0,690336.0
709,Cameroon,560817134,832300.77,629609.13
710,Slovenia,120615994,164401.44,114139.04
711,Vatican City,922268187,58861.52,20499.46
712,Lesotho,136135041,2225305.44,535173.75
713,Angola,402890384,279427.89,193998.49
714,Montenegro,383520543,580605.76,139632.5
715,Lesotho,609324347,10172.4,3542.7
716,Turkey,331913125,296409.96,146013.84
717,Mauritania,673210704,245934.08,503945.28
718,Austria,575453412,264079.53,130087.62
719,Australia,851190078,1792086.66,281080.8
720,Niger,133282029,5233326.24,1258586.25
721,Mexico,724903094,135797.76,278264.16
722,Netherlands,949539601,1021667.64,772859.16
723,France,100990378,2179633.92,524190.0
724,East Timor,693366754,135031.05,93748.05
725,United Arab Emirates,811092555,4811783.36,1157207.5
726,Cyprus,858904111,2019214.44,1333235.16
727,Portugal,411850249,1183931.68,781719.52
728,Fiji,465292298,4616332.44,1522395.78
729,Iceland,284904086,1323983.1,796117.3
730,Croatia,556671941,237806.88,57191.25
731,Botswana,236894690,200550.36,120591.88
732,Yemen,602183663,300446.72,615647.52
733,Austria,299462687,635211.36,359457.66
734,Niger,295968091,75978.1,37427.4
735,Kosovo,729248702,1554504.42,934730.86
736,Czech Republic,457165849,157301.76,322328.16
737,Luxembourg,207893359,289924.8,142819.2
738,Belarus,329917562,1401780.06,842896.98
739,Cambodia,342037284,299670.96,132517.28
740,Canada,283363854,79983.64,39400.56
741,Afghanistan,263321101,713606.8,235336.6
742,Myanmar,911645352,484569.12,274211.22
743,Palau,228385436,114007.04,233612.64
744,Albania,333902680,2945965.82,462061.6
745,Togo,718870913,2299660.89,1518406.71
746,Nicaragua,494276463,3137859.76,1034818.12
747,Panama,641418159,277908.18,136899.72
748,Palau,861907327,3209220.44,1058351.78
749,Mongolia,927667796,228336.64,467886.24
750,Czech Republic,230935895,283781.12,581497.92
751,Moldova ,934260451,50405.28,17554.44
752,Brunei,320502793,1383995.16,456420.42
753,Philippines,242836749,546582.15,241703.7
754,Cuba,374748647,1397492.31,922728.09
755,The Gambia,460037314,401355.36,227121.66
756,Mozambique,762814080,1252832.22,413164.89
757,France,717502772,377092.8,213391.8
758,Malawi,278839719,338623.32,235096.12
759,Indonesia,371873748,534138.71,404058.99
760,Malawi,641966187,29119.64,14344.56
761,Syria,804790866,424448.64,240189.84
762,Kosovo,196334111,58688.52,20439.21
763,Trinidad and Tobago,922894752,459188.31,347361.39
764,Germany,211084115,1675970.9,552709.55
765,Jordan,757826030,3225301.72,1063655.14
766,The Gambia,380356824,444738.63,308768.83
767,Indonesia,566225326,879613.21,665399.49
768,Tanzania,623292863,1333503.12,880477.68
769,El Salvador,829733264,2696629.64,889307.18
770,Bulgaria,184032857,4154498.18,1370089.91
771,Belize,454990470,58740.78,40781.98
772,Mauritania,331717431,515671.66,80880.8
773,Sierra Leone,373637568,1038461.88,624432.04
774,Norway,760487210,222146.4,98235.2
775,Botswana,842315185,1011361.96,765063.24
776,Vatican City,489482820,244751.21,120566.34
777,Lithuania,542663943,164513.25,81040.5
778,Dominican Republic,562844884,49574.88,17265.24
779,Ethiopia,181324470,3567103.2,857868.75
780,Montenegro,449714028,330767.36,677777.76
781,Honduras,689937388,377422.2,166899.6
782,Turkmenistan,744230878,322526.4,182513.4
783,Lebanon,525143325,15590.4,31946.4
784,New Zealand,465536057,347332.27,229334.53
785,Zimbabwe,168582904,43471.44,15139.62
786,San Marino,657770192,434772.24,192260.32
787,Montenegro,326896750,570091.48,431256.12
788,Slovenia,790073907,843921.33,585909.53
789,Chad,131725490,1095446.94,828670.86
790,Kazakhstan,556587827,2794624.94,921624.53
791,South Africa,739709746,193786.88,397090.08
792,Montenegro,776452577,3073242.63,482024.4
793,Ireland,832490146,624177.44,150111.25
794,Qatar,693808782,835504.79,131045.2
795,Uganda,216707313,1173968.88,705913.04
796,Morocco,677797067,129353.51,63720.54
797,Greece,724001872,645421.14,448096.74
798,Netherlands,422558057,371707.14,281184.66
799,Kiribati,811014449,964969.26,580240.58
800,Oman,747232377,54476.8,111628.8
801,North Korea,959385669,630412.02,416244.78
802,Nepal,895960652,126228.48,258655.68
803,Ireland,975756156,1081664.7,650410.1
804,Seychelles ,337883508,554036.49,384651.09
805,Senegal,891766536,629358.7,415549.3
806,Cuba,567141568,4345965.92,1433233.04
807,Saint Lucia,964057433,1283207.09,847268.51
808,United States of America,602875459,1557874.0,513763.0
809,Iran,774269473,218050.14,151385.74
810,Croatia,589225804,452513.04,342311.76
811,Thailand,129043281,201743.36,413393.76
812,Burundi,895333230,2068193.82,1365574.98
813,Malta,860019481,2035804.23,1344188.97
814,Central African Republic,315338361,1180508.39,779459.21
815,Somalia,523838698,696187.14,418620.62
816,Botswana,568381822,903433.14,543238.62
817,Bangladesh,502141559,1859900.54,613366.73
818,Vietnam,898604238,40260.56,14021.38
819,Kosovo,601568686,749152.67,566710.23
820,Australia,775146234,168311.43,116853.63
821,Cyprus,853760707,658158.2,497875.8
822,South Korea,792148435,1669372.8,401475.0
823,Solomon Islands,615358245,48675.28,16951.94
824,Rwanda,868751466,902406.24,217023.75
825,Lesotho,368001925,315463.68,646418.88
826,Nigeria,249095952,300187.86,180504.38
827,Macedonia,818332374,56949.76,116696.16
828,Nigeria,202322518,212978.96,33404.8
829,Malawi,197990214,833988.96,471943.26
830,Tanzania,422571790,847642.18,641214.42
831,Sri Lanka,563616073,2701655.04,890964.48
832,Croatia,828984391,134686.72,275987.52
833,Guinea,596850574,74032.07,11611.6
834,Saint Kitts and Nevis ,665700948,726795.78,437025.74
835,Portugal,104334342,1944976.8,467756.25
836,Burkina Faso,301862084,3440587.84,827442.5
837,Singapore,917708003,1059377.06,801385.14
838,Russia,331608426,1459808.94,877790.02
839,Sudan,593612182,221455.01,167523.69
840,Denmark,674080598,153502.72,314543.52
841,Morocco,513687503,202021.08,66623.46
842,Malawi,573419225,1671092.18,1103379.02
843,Guinea-Bissau,484574592,511072.8,289209.3
844,Cameroon,398764932,220214.4,124616.4
845,Slovenia,537914073,3494824.27,548147.6
846,Indonesia,744258344,140118.72,79291.32
847,Mexico,930346572,1063358.8,804397.2
848,Afghanistan,629040086,678652.45,513379.05
849,Germany,343512713,185136.0,104766.0
850,Costa Rica,197250783,2566150.85,1694363.15
851,Grenada,384053122,276827.32,136367.28
852,Tajikistan,718031060,11447.34,5062.12
853,Libya,183608424,84815.72,41780.88
854,Niger,985521543,3454236.8,830725.0
855,France,898819243,535134.81,236641.58
856,Brunei,918862855,44939.31,19872.58
857,Poland,311326205,1147345.74,689904.42
858,Libya,662195622,260019.2,532807.2
859,Kuwait,927769935,45644.32,15896.36
860,Qatar,584660470,261878.4,181814.4
861,Sweden,979791057,93922.22,71049.18
862,Taiwan,380398023,3718291.68,894228.75
863,United States of America,724030196,1442785.07,952633.73
864,Iran,868548905,283289.34,170343.22
865,The Gambia,642127978,4418834.22,1457263.89
866,Nauru,393253743,691495.04,228044.48
867,Mali,540725028,79734.69,35259.42
868,Turkey,223653161,272344.8,154116.3
869,Jamaica,451461970,232386.56,476184.96
870,Turkmenistan,953887784,2737837.92,902897.04
871,Italy,630979430,347289.6,711633.6
872,Sudan,703098237,198956.16,119633.28
873,Ukraine,660918033,329297.92,674766.72
874,South Korea,515425145,2316206.86,763849.57
875,Burundi,347918403,202209.28,414348.48
876,Poland,760009133,238338.24,134872.44
877,Namibia,623621165,1113628.64,367257.68
878,Uzbekistan,230990827,406714.56,230154.36
879,Taiwan,844666945,729187.08,438463.64
880,Kosovo,647510850,621431.76,97468.8
881,Samoa ,592696368,28006.99,13796.46
882,Guinea,353709828,4962446.88,1193441.25
883,Maldives,574350059,656806.69,103017.2
884,Mongolia,618728387,1141272.22,753552.58
885,Germany,821268641,28108.32,12429.76
886,Iceland,236707150,206474.24,423087.84
887,Tonga,690092742,149212.11,65982.98
888,Marshall Islands,926786744,661437.28,500356.32
889,Kosovo,662462985,202629.46,99816.84
890,France,133107793,819372.96,463672.26
891,Somalia,545019996,869056.27,136307.6
892,Ireland,924810922,502911.68,120947.5
893,Romania,369404399,1007237.25,665052.75
894,Philippines,296036756,317250.99,239990.31
895,Tunisia ,392256820,3341370.4,803581.25
896,Madagascar,865925920,2033876.13,319004.4
897,Bhutan,195217883,462710.55,204614.9
898,Indonesia,978619039,225263.25,99613.5
899,Macedonia,484928214,560466.3,247843.4
900,Grenada,103256738,1757076.42,275589.6
901,Lithuania,393028438,427734.72,296963.52
902,The Bahamas,633979642,426101.73,188426.14
903,Algeria,176159179,57228.4,19930.7
904,Kuwait,689928376,2006642.22,661759.89
905,Maldives,315961062,496145.85,219400.3
906,Maldives,415243566,786908.22,546327.02
907,Seychelles ,619074714,2487185.8,390104.0
908,Vanuatu,179065835,2215921.95,1463116.05
909,Moldova ,217140758,2829300.2,933059.9
910,Bangladesh,575535809,315143.01,238395.69
911,Federated States of Micronesia,266799819,427159.0,140870.5
912,Latvia,623794114,894005.35,590288.65
913,Senegal,349692523,23045.12,47221.92
914,Djibouti,467981374,788013.06,473835.98
915,Mozambique,272459495,180376.46,88854.84
916,Mauritania,477238214,677216.16,407213.28
917,Guinea-Bissau,966741359,1451678.52,872901.16
918,Burundi,345705258,65742.39,45642.99
919,Swaziland,889178740,2408412.76,377748.8
920,Saint Lucia,892523133,612312.96,346499.76
921,Dominica,521412265,3181580.74,1049236.63
922,Tunisia ,461832463,36980.48,12879.04
923,Antigua and Barbuda ,570082557,4498738.08,1483614.96
924,Belgium,322773873,153132.43,75434.22
925,Chad,166830241,893666.41,676030.29
926,Rwanda,169487988,656332.14,394655.62
927,Oman,468295943,2928825.39,459373.2
928,Jordan,821115434,2708268.64,651323.75
929,United Kingdom,156120288,756264.81,525052.21
930,South Sudan,621796834,84439.04,173024.64
931,Belarus,836943900,4805483.84,1155692.5
932,Republic of the Congo,840672814,956217.18,149978.4
933,Poland,742407405,1861408.16,613863.92
934,Ethiopia,271884000,523447.68,296212.08
935,Jordan,129151427,2783314.08,436550.4
936,Armenia,634571015,142808.4,63151.2
937,Zimbabwe,378816592,62992.76,21938.23
938,Sierra Leone,272874486,4451135.84,1070473.75
939,Bosnia and Herzegovina,398043525,1399548.18,841554.94
940,Belgium,455935037,5877.76,12044.16
941,Belarus,218472850,5158256.96,1240532.5
942,Panama,877893292,3512252.06,1158286.97
943,North Korea,996745193,925988.77,700481.13
944,Egypt,557889878,228307.11,150745.29
945,Bhutan,514501178,107933.91,74935.31
946,Portugal,540065419,605492.16,342639.96
947,Niger,378381431,38529.19,29146.11
948,Bosnia and Herzegovina,293560540,2618026.86,1728615.54
949,Poland,620026576,58799.24,20477.77
950,Gabon,412515866,386305.11,255067.29
951,South Korea,596077239,357075.48,235767.72
952,Sri Lanka,816072022,85864.79,42297.66
953,South Korea,788174045,48924.4,17038.7
954,Australia,748369634,256227.4,126219.6
955,Thailand,102957618,2298276.38,360474.4
956,Tonga,578549325,252578.19,111692.42
957,Lebanon,372068583,79457.28,162816.48
958,Greece,900751721,343908.98,227074.22
959,Norway,952147567,251455.84,60473.75
960,Finland,734117448,190003.49,29801.2
961,Bosnia and Herzegovina,524835193,901417.44,510100.14
962,Slovakia,222787129,45097.64,15705.97
963,Montenegro,696772086,1466504.58,881816.14
964,Dominican Republic,635901391,604907.52,342309.12
965,Guinea-Bissau,599598872,124938.24,256011.84
966,Chad,767600858,4727789.76,1137007.5
967,Slovakia,489956176,440609.25,194841.5
968,Thailand,537026154,244715.52,501448.32
969,Brunei,849484622,8314.88,17038.08
970,Macedonia,988317906,146442.24,300075.84
971,Brunei,584824836,10518.4,3663.2
972,Greece,690616738,436075.65,192836.7
973,Malta,627617442,765694.26,460415.58
974,India,238063275,2577628.92,404289.6
975,Macedonia,334503066,3015895.2,725306.25
976,Comoros,449798142,2163360.16,520276.25
977,Malta,187122333,89994.24,184407.84
978,Nauru,569961965,520665.72,313078.76
979,Sri Lanka,892115867,675139.15,510721.35
980,Barbados,967695367,80358.06,35535.08
981,Lithuania,681124293,59989.48,20892.29
982,El Salvador,437138974,4195480.32,1008990.0
983,Slovakia,710788238,3462500.6,1141879.7
984,Estonia,697433412,33908.0,11809.0
985,Lesotho,562748324,4316818.6,1423620.7
986,Georgia,992719304,208447.03,102682.62
987,Papua New Guinea,943645179,30676.36,10683.53
988,Montenegro,792137277,4964090.12,1637080.94
989,Palau,985119426,1997094.72,1318630.08
990,Saint Kitts and Nevis ,689827954,2148861.04,708661.48
991,Nauru,943811690,434243.88,328491.72
992,Yemen,604931962,265434.3,159606.9
993,Georgia,401362597,254640.11,168132.29
994,Seychelles ,681589925,756530.6,572291.4
995,Rwanda,964412772,13648.96,3282.5
996,Saudi Arabia,388942468,2926127.04,703717.5
997,Georgia,864602839,2034281.92,670875.04
998,Malta,321130216,58280.24,20297.02
999,South Korea,358573424,4566627.04,1098248.75
1000,Eritrea,397293794,628962.81,436670.21
1001,Iceland,827965152,341477.64,205332.12
1002,Djibouti,761573827,497750.82,345573.62
1003,Tuvalu,279418647,2646848.32,636552.5
1004,Lebanon,883110940,36090.88,73954.08
1005,Mozambique,544574534,51011.73,35415.93
1006,Kuwait,456045758,1471939.66,485423.17
1007,North Korea,980073440,1591871.85,249678.0
1008,Brunei,299518907,502970.1,302438.3
1009,Philippines,267555987,736042.14,442585.62
1010,Morocco,557671010,2224244.31,348862.8
1011,Saint Vincent and the Grenadines,913662803,63007.78,31038.12
1012,Dominican Republic,699642693,788817.75,547652.75
1013,Honduras,250034511,1534098.66,922460.78
1014,Kuwait,419574582,29037.12,16431.72
1015,Israel,333311736,101855.16,50174.64
1016,Estonia,536607301,91555.2,45100.8
1017,Kenya,745135104,86819.04,49129.74
1018,Antigua and Barbuda ,294881474,220143.88,145355.32
1019,Maldives,392145240,119920.64,245730.24
1020,Trinidad and Tobago,963537728,172333.02,103624.66
1021,Vanuatu,205982768,1361387.77,213527.6
1022,Cameroon,436716687,1103916.63,173144.4
1023,Republic of the Congo,443288314,437379.06,193413.08
1024,Nauru,433558976,4317321.14,1423786.43
1025,Benin,685702502,23963.96,8345.83
1026,Bhutan,198205220,575112.72,379732.08
1027,United Kingdom,739865958,92542.11,40922.98
1028,Saint Kitts and Nevis ,999796044,65651.46,45579.86
1029,Lebanon,637419307,490385.49,340460.09
1030,Zimbabwe,732472074,329075.67,228467.47
1031,Swaziland,635003173,47429.55,35878.95
1032,Tajikistan,215373933,326502.68,246988.92
1033,Bangladesh,314258182,566109.74,428244.06
1034,Mauritius ,492642247,18289.56,6369.63
1035,Qatar,381824958,64667.4,22521.45
